"scenario","n","effect","confounded","depth_confound","m_min","m_abund","abund_logN_adjusted","abund_HC3_t","method","raw_power","raw_fpr","raw_nrej","bh_power","bh_fdr","bh_nrej","nFeat","nSignal","obsZero","structZero","n_na_p","n_rep"
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.cov",1,0.223120567375887,50.46,1,0.387425822736094,33.28,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depth",0.991052631578947,0.0731205673758865,29.14,0.950526315789474,0.0849900237798575,19.89,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depthCov",0.992105263157895,0.0742553191489362,29.32,0.962105263157895,0.0759672584934396,19.92,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.noAdjust",0.971578947368421,0.215390070921986,48.83,0.970526315789474,0.390483466563418,32.1,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(Fisher)",0.173157894736842,0.10936170212766,18.71,0.0494736842105263,0.478696608946609,2.8,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth)",0.198947368421053,0.0514893617021277,11.04,0.0378947368421053,0.0416666666666667,0.81,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth+z)",0.198947368421053,0.0515602836879433,11.05,0.0378947368421053,0.0366666666666667,0.78,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).adj",0.306842105263158,0.074468085106383,16.33,0.0968421052631579,0.132809523809524,2.29,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).noAdj",0.346842105263158,0.0875886524822695,18.94,0.185263157894737,0.156957792207792,4.38,160,19,0.3172556640625,0.2766681640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).adj",0.989473684210526,0.0545390070921986,26.49,0.963684210526316,0.0442900276538047,19.21,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).noAdj",0.962631578947369,0.250283687943262,53.58,0.932631578947369,0.502059511481279,38.34,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.depthCov",0.994736842105263,0.0672340425531915,28.38,0.979473684210526,0.0633310413715448,19.95,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.simple",0.917894736842105,0.533049645390071,92.6,0.916842105263158,0.785558987123449,82.89,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).adj",0.993157894736842,0.0672340425531915,28.35,0.967368421052632,0.0685014344160797,19.81,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).noAdj",0.968947368421053,0.366737588652482,70.12,0.95,0.638100033994027,53.12,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).adj",0.991052631578947,0.0668085106382979,28.25,0.965789473684211,0.0684769314590825,19.78,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).noAdj",0.967894736842105,0.357659574468085,68.82,0.947368421052632,0.63307638097364,52.16,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"oracle.prev.cov",0.0452631578947368,0.0463120567375886,7.39,0,0.01,0.01,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"oracle.prev.noAdj",0.246315789473684,0.233333333333333,37.58,0.101052631578947,0.884979014537519,15.32,160,19,0.3179271484375,0.27691640625,0.01,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.cov",1,0.125815602836879,36.74,1,0.26041117903588,26.13,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.noAdj",0.99421052631579,0.409148936170213,76.58,0.992631578947369,0.701242279404943,64.99,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.cov",0.998947368421053,0.0446808510638298,25.28,0.992105263157895,0.0420619260602098,19.73,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.noAdj",0.986842105263158,0.344609929078014,67.34,0.978421052631579,0.646292829810468,54.03,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.cov",1,0.0490780141843972,25.92,0.997894736842105,0.0524093385638008,20.08,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.noAdj",0.990526315789474,0.346595744680851,67.69,0.98421052631579,0.644384852541005,54.15,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.cov",0.72578947368421,0.74177304964539,118.38,0.708947368421053,0.883553431411662,115.6,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.noAdj",0.987894736842105,0.459645390070922,83.58,0.982105263157895,0.738206748314234,73.99,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.cov",0.999473684210526,0.194751773049645,46.45,0.998421052631579,0.339236553691603,29.95,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depth",0.96421052631579,0.291560283687943,59.43,0.922105263157895,0.520393118674225,39.45,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depthCov",0.99,0.0714893617021277,28.89,0.955789473684211,0.0811486822503312,19.91,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.noAdjust",0.97421052631579,0.54177304964539,94.9,0.971578947368421,0.777682553038074,84.69,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"presence(Fisher)",0.330526315789474,0.277730496453901,45.44,0.195789473684211,0.844727734268028,24.44,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth)",0.293157894736842,0.156666666666667,27.66,0.0947368421052632,0.508232120536468,5.35,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth+z)",0.19,0.0490070921985816,10.52,0.0336842105263158,0.0516666666666667,0.74,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).adj",0.272105263157895,0.0727659574468085,15.43,0.0657894736842106,0.118380952380952,1.62,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.2,TRUE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).noAdj",0.47,0.276524822695035,47.92,0.337368421052632,0.743842233113538,26.22,160,19,0.3179271484375,0.27691640625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).adj",0.996842105263158,0.0556737588652482,26.79,0.991052631578947,0.0553039928543361,20.01,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).noAdj",0.996842105263158,0.0513475177304965,26.18,0.986315789473684,0.046043646335866,19.71,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"obsTwo.depthCov",0.998947368421053,0.134539007092199,37.95,0.996842105263158,0.192947461567612,24.66,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"obsTwo.simple",0.930526315789474,0.331985815602837,64.49,0.930526315789474,0.58603226163797,49.58,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).adj",0.996315789473684,0.0789361702127659,30.06,0.992105263157895,0.0968058406886781,21,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).noAdj",0.998421052631579,0.0890070921985816,31.52,0.995263157894737,0.115956022230164,21.56,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).adj",0.996315789473684,0.0786524822695035,30.02,0.991578947368421,0.0959960563463995,20.97,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).noAdj",0.998421052631579,0.0873758865248227,31.29,0.993684210526316,0.114728481167955,21.49,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"oracle.prev.cov",0.0457894736842105,0.0470921985815603,7.51,0.000526315789473684,0.05,0.06,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"oracle.prev.noAdj",0.0331578947368421,0.0353191489361702,5.61,0.000526315789473684,0.04,0.05,160,19,0.31960859375,0.275297265625,0.05,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.cov",1,0.112624113475177,34.88,1,0.215741861989219,24.59,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.noAdj",1,0.114326241134752,35.12,1,0.219619978794467,24.72,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.cov",1,0.0513475177304965,26.24,1,0.0509654507162003,20.14,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.noAdj",1,0.055177304964539,26.78,1,0.0593985130811218,20.35,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.cov",1,0.0539007092198582,26.6,1,0.0519596519422606,20.14,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.noAdj",1,0.0578014184397163,27.15,1,0.0620348542761586,20.4,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.cov",0.739473684210526,0.753404255319149,120.28,0.724210526315789,0.883314993757655,117.99,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.noAdj",1,0.211489361702128,48.82,1,0.386781810959868,33.53,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.cov",1,0.36822695035461,70.92,1,0.572227112575225,52.51,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depth",0.997894736842105,0.124893617021277,36.57,0.990526315789474,0.160006122071956,23,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depthCov",0.997894736842105,0.134751773049645,37.96,0.993157894736842,0.188281934999589,24.18,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.noAdjust",0.991052631578947,0.33886524822695,66.61,0.991052631578947,0.549053312329257,48.37,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"presence(Fisher)",0.337894736842105,0.0970212765957447,20.1,0.150526315789474,0.27321176046176,4.43,160,19,0.31960859375,0.275297265625,0.01,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth)",0.333684210526316,0.0518439716312057,13.65,0.152105263157895,0.029952380952381,3.03,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth+z)",0.337894736842105,0.0517021276595745,13.71,0.157368421052632,0.0297301587301587,3.14,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).adj",0.403684210526316,0.0887234042553191,20.18,0.226842105263158,0.165154484404484,5.34,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).noAdj",0.471052631578947,0.104397163120567,23.67,0.356842105263158,0.196998978146037,8.73,160,19,0.31960859375,0.275297265625,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).adj",0.997368421052632,0.0526950354609929,26.38,0.99,0.0475272469711829,19.8,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).noAdj",0.98421052631579,0.24645390070922,53.45,0.971052631578948,0.491220865974733,38.07,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.depthCov",0.998421052631579,0.115815602836879,35.3,0.994736842105263,0.1562949863359,23.72,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.simple",0.943157894736842,0.565531914893617,97.66,0.943157894736842,0.795014158997257,88.93,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).adj",0.999473684210526,0.0709929078014184,29,0.993157894736842,0.078053011866513,20.56,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).noAdj",0.988421052631579,0.37645390070922,71.86,0.981578947368421,0.651734452259236,55.32,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).adj",0.999473684210526,0.0706382978723404,28.95,0.992631578947368,0.0759448808670776,20.5,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).noAdj",0.985789473684211,0.370070921985816,70.91,0.980526315789474,0.645670642134938,54.33,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"oracle.prev.cov",0.0542105263157895,0.0487234042553191,7.9,0,0.04,0.04,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"oracle.prev.noAdj",0.262105263157895,0.239503546099291,38.75,0.117368421052632,0.859397906131725,16.44,160,19,0.3194611328125,0.2750568359375,0.02,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.cov",0.999473684210526,0.116312056737589,35.39,0.999473684210526,0.230816334624909,25.01,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.noAdj",0.999473684210526,0.398368794326241,75.16,0.999473684210526,0.691829969248154,63.37,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.cov",1,0.0390780141843972,24.51,0.999473684210526,0.0432546707678286,19.89,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.noAdj",0.997368421052632,0.342765957446808,67.28,0.995789473684211,0.644091098432426,54.52,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.cov",1,0.0417730496453901,24.89,0.999473684210526,0.0423463203463203,19.88,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.noAdj",0.997894736842105,0.344042553191489,67.47,0.996315789473684,0.638988006280706,53.85,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.cov",0.72578947368421,0.732269503546099,117.04,0.704736842105263,0.882795515767898,114.22,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.noAdj",0.997368421052632,0.460992907801418,83.95,0.997368421052632,0.734799039591872,74.03,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.cov",1,0.294184397163121,60.48,1,0.468438206422816,41.59,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depth",0.988421052631579,0.317304964539007,63.52,0.981052631578948,0.566803167873685,45.79,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depthCov",0.995789473684211,0.118156028368794,35.58,0.984736842105263,0.158940749922459,23.39,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.noAdjust",0.990526315789474,0.569716312056738,99.15,0.990526315789474,0.787003468272082,90.04,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"presence(Fisher)",0.425789473684211,0.277872340425532,47.27,0.28421052631579,0.785848693674952,26.39,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth)",0.381578947368421,0.160921985815603,29.94,0.203684210526316,0.464407252104621,8.52,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth+z)",0.302631578947368,0.0536170212765957,13.31,0.116842105263158,0.0399761904761905,2.39,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).adj",0.363157894736842,0.0854609929078014,18.95,0.164210526315789,0.0949022366522367,3.65,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,1.6,TRUE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).noAdj",0.540526315789474,0.292127659574468,51.46,0.430526315789474,0.720991221363824,30.83,160,19,0.3194611328125,0.2750568359375,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).adj",1,0.0512056737588652,26.22,0.996315789473684,0.0426178142985923,19.81,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).noAdj",0.999473684210526,0.0515602836879432,26.26,0.993684210526316,0.0466495501066439,19.87,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"obsTwo.depthCov",1,0.253971631205674,54.81,0.999473684210526,0.37485010129508,38.99,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"obsTwo.simple",0.93421052631579,0.486524822695035,86.35,0.93421052631579,0.704232960059408,73.93,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).adj",0.999473684210526,0.0968794326241134,32.65,0.998421052631579,0.134470592861315,22.22,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).noAdj",1,0.11822695035461,35.67,0.998421052631579,0.186698403588972,23.95,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).adj",0.999473684210526,0.0964539007092198,32.59,0.997894736842105,0.134303178552596,22.21,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).noAdj",1,0.117517730496454,35.57,0.998421052631579,0.183696614233908,23.83,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"oracle.prev.cov",0.0478947368421053,0.0485106382978723,7.75,0.000526315789473684,0.05,0.09,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"oracle.prev.noAdj",0.0342105263157895,0.0367375886524823,5.83,0.000526315789473684,0.06,0.09,160,19,0.3224181640625,0.2747220703125,0.06,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.cov",0.999473684210526,0.102978723404255,33.51,0.999473684210526,0.19339734249509,23.92,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ANCOMBC.noAdj",0.999473684210526,0.106666666666667,34.03,0.999473684210526,0.20065589102387,24.18,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.cov",1,0.0476595744680851,25.72,0.999473684210526,0.0493443564444708,20.04,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.DESeq2.noAdj",1,0.0521276595744681,26.35,0.999473684210526,0.0563459939374127,20.2,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.cov",1,0.049290780141844,25.95,1,0.0425232825145868,19.91,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.edgeR.noAdj",1,0.055886524822695,26.88,1,0.0569503916373481,20.22,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.cov",0.745789473684211,0.75822695035461,121.08,0.728947368421053,0.883457223427118,118.73,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.metagenomeSeq.noAdj",1,0.203333333333333,47.67,1,0.367124076915165,32.93,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.cov",1,0.541702127659574,95.38,1,0.707593532233895,81.9,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depth",1,0.223971631205674,50.58,0.998947368421053,0.330444097473995,34.18,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.depthCov",1,0.240780141843972,52.95,0.999473684210526,0.355971071700537,36.11,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"pkg.ZINQ.noAdjust",0.992631578947368,0.504893617021277,90.05,0.992631578947368,0.685109350495292,74.89,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(Fisher)",0.468947368421053,0.0805673758865248,20.27,0.305789473684211,0.174041985791986,7.36,160,19,0.3224181640625,0.2747220703125,0.02,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth)",0.434736842105263,0.0619148936170213,16.99,0.264736842105263,0.056022089022089,5.45,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"presence(logistic+depth+z)",0.44,0.0626241134751773,17.19,0.272631578947369,0.0558633588633589,5.62,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).adj",0.475263157894737,0.117730496453901,25.63,0.309473684210526,0.248624720051191,8.51,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,FALSE,TRUE,3,5,TRUE,TRUE,"prevalence(Tobit).noAdj",0.538947368421053,0.142056737588653,30.27,0.434736842105263,0.307208711045365,13.13,160,19,0.3224181640625,0.2747220703125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).adj",0.996842105263158,0.0568085106382979,26.95,0.995263157894737,0.0587907644605585,20.17,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"abundance(AHC-LinDA).noAdj",0.992631578947368,0.228014184397163,51.01,0.982631578947369,0.456864090278598,36.11,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.depthCov",1,0.257304964539007,55.28,0.997894736842105,0.380227136738382,40.4,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"obsTwo.simple",0.948947368421053,0.625602836879433,106.24,0.948947368421053,0.814319862514624,100.41,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).adj",0.999473684210526,0.0980141843971632,32.81,0.996315789473684,0.12761497710872,22.03,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(ACAT).noAdj",0.995789473684211,0.377588652482269,72.16,0.993684210526316,0.644690643733088,55.77,160,19,0.3254388671875,0.276761328125,0,100
"abundance",320,2,TRUE,TRUE,3,5,TRUE,TRUE,"OMNIBUS(Bonf-minP).adj",0.999473684210526,0.0968085106382979,32.64,0.996315789473684,0.125143983962967,21.93,160,19,0.3254388671875,0.276761328125,0,100
